loan_id, no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
3251,2, Not Graduate, No,7500000,22400000,14,695,8100000,3900000,15300000,9400000, Approved
3252,4, Graduate, No,1200000,3300000,2,564,2200000,500000,4700000,1100000, Approved
3253,4, Graduate, Yes,6300000,14500000,10,349,3800000,12300000,16500000,5700000, Rejected
3254,4, Graduate, Yes,300000,900000,4,797,300000,400000,600000,400000, Approved
3255,3, Graduate, No,7400000,28800000,8,391,20000000,7900000,23600000,7200000, Rejected
3256,5, Not Graduate, No,2200000,5400000,12,833,4900000,3300000,7000000,1600000, Approved
3257,5, Graduate, No,4000000,9100000,10,515,600000,6400000,9900000,5500000, Rejected
3258,4, Graduate, Yes,2700000,10400000,16,671,6100000,3700000,5600000,4000000, Approved
3259,0, Not Graduate, Yes,2000000,6900000,4,404,4900000,1600000,4200000,3000000, Approved
3260,4, Not Graduate, No,6400000,14800000,6,537,2300000,3700000,18600000,6500000, Rejected
3261,5, Not Graduate, Yes,1400000,5100000,4,348,2100000,900000,4000000,1300000, Approved
3262,0, Not Graduate, Yes,2800000,6300000,12,647,4100000,0,8700000,2300000, Approved
3263,2, Not Graduate, Yes,8200000,28700000,14,316,23300000,16100000,17700000,4300000, Rejected
3264,3, Not Graduate, No,9000000,26700000,14,638,5300000,0,31300000,5200000, Approved
3265,5, Not Graduate, Yes,800000,2100000,12,363,1200000,1000000,3100000,900000, Rejected
3266,4, Not Graduate, Yes,6100000,21200000,6,808,700000,7200000,22300000,6100000, Approved
3267,4, Not Graduate, Yes,2400000,9400000,2,871,3700000,300000,7100000,3500000, Approved
3268,4, Graduate, Yes,6000000,17000000,12,607,15300000,3200000,22100000,3900000, Approved
3269,2, Not Graduate, Yes,7900000,22500000,6,571,8100000,5300000,17900000,8100000, Approved
3270,3, Graduate, Yes,9500000,25700000,18,446,16900000,13600000,29300000,10100000, Rejected
3271,3, Not Graduate, Yes,1800000,6400000,20,436,1500000,2900000,4400000,1300000, Rejected
3272,3, Not Graduate, Yes,5800000,14100000,12,738,11700000,4400000,15400000,8400000, Approved
3273,3, Graduate, No,2800000,9400000,10,519,7000000,3500000,7700000,1500000, Rejected
3274,3, Graduate, Yes,4000000,8300000,8,531,3700000,7400000,15200000,5900000, Rejected
3275,1, Not Graduate, No,1000000,3400000,18,578,2300000,400000,3100000,1200000, Approved
3276,0, Graduate, No,9100000,21100000,20,578,5900000,6200000,33700000,5600000, Approved
3277,0, Graduate, No,4600000,18100000,14,442,2800000,200000,15600000,3300000, Rejected
3278,2, Not Graduate, No,7800000,16900000,6,751,17400000,6300000,20400000,11700000, Approved
3279,4, Graduate, Yes,6600000,18800000,10,353,16500000,9500000,20000000,6200000, Rejected
3280,5, Not Graduate, No,9800000,26600000,12,664,5200000,2900000,22500000,14100000, Approved
3281,1, Graduate, No,7400000,26600000,18,505,2200000,2400000,22400000,3900000, Rejected
3282,3, Graduate, Yes,4300000,16600000,10,571,5700000,3700000,12800000,5800000, Approved
3283,2, Not Graduate, Yes,9800000,34600000,16,754,12400000,14900000,34700000,6100000, Approved
3284,5, Not Graduate, No,1100000,3900000,20,858,3200000,1200000,3800000,1100000, Approved
3285,3, Graduate, Yes,8600000,21800000,20,641,5300000,8800000,24000000,9100000, Approved
3286,0, Not Graduate, Yes,9400000,35500000,16,592,9300000,11800000,30500000,5800000, Approved
3287,3, Graduate, Yes,5300000,20300000,14,432,15000000,0,17200000,5900000, Rejected
3288,1, Not Graduate, Yes,8700000,33800000,18,558,18300000,11500000,31500000,5900000, Approved
3289,3, Graduate, Yes,4800000,14200000,12,547,10400000,700000,9800000,2400000, Rejected
3290,4, Not Graduate, No,4400000,9800000,18,732,2400000,2400000,15100000,4400000, Approved
3291,1, Graduate, Yes,5400000,19300000,12,784,5000000,1800000,20300000,6500000, Approved
3292,5, Not Graduate, Yes,8400000,31900000,10,605,18900000,10300000,22000000,9100000, Approved
3293,1, Graduate, Yes,5400000,19500000,18,688,12100000,800000,17000000,3500000, Approved
3294,3, Not Graduate, Yes,9400000,32100000,10,617,22700000,5800000,29400000,11400000, Approved
3295,0, Not Graduate, Yes,800000,2400000,4,518,500000,800000,2800000,500000, Approved
3296,0, Not Graduate, No,3800000,14800000,10,390,5900000,5700000,9500000,4600000, Rejected
3297,4, Graduate, No,3100000,6300000,4,370,8600000,4100000,8800000,2800000, Rejected
3298,3, Not Graduate, Yes,6000000,21300000,4,802,4700000,8900000,17300000,7600000, Approved
3299,2, Not Graduate, Yes,6800000,15500000,12,338,9900000,1200000,21800000,8500000, Rejected
3300,5, Not Graduate, No,5200000,11700000,6,658,8100000,5100000,11400000,5600000, Approved
3301,0, Not Graduate, No,1900000,6700000,12,595,3000000,3200000,4900000,1700000, Approved
3302,5, Graduate, Yes,3600000,8500000,20,594,4400000,6400000,7400000,4500000, Approved
3303,3, Graduate, Yes,1500000,4100000,14,611,600000,2000000,4800000,2100000, Approved
3304,3, Not Graduate, No,2000000,5800000,8,799,3000000,3100000,5500000,1000000, Approved
3305,5, Graduate, No,9200000,18600000,20,497,1000000,300000,24200000,10700000, Rejected
3306,0, Not Graduate, Yes,6100000,15900000,18,456,12900000,10800000,19100000,8800000, Rejected
3307,5, Not Graduate, No,300000,500000,8,396,400000,300000,1200000,200000, Rejected
3308,1, Graduate, No,800000,2300000,10,770,900000,900000,2900000,1100000, Approved
3309,0, Not Graduate, No,3300000,9000000,16,797,3000000,6400000,10300000,3300000, Approved
3310,1, Not Graduate, No,5800000,18700000,20,586,14100000,3000000,15600000,6000000, Approved
3311,5, Not Graduate, No,8500000,23400000,16,604,25100000,16500000,24500000,4800000, Approved
3312,0, Not Graduate, Yes,4100000,12800000,8,799,3700000,700000,9400000,2700000, Approved
3313,2, Graduate, No,7800000,26400000,4,763,2200000,8400000,16600000,6700000, Approved
3314,0, Graduate, No,7500000,23000000,14,725,8900000,4800000,20200000,7100000, Approved
3315,2, Graduate, No,2300000,8800000,18,336,1800000,800000,5200000,1500000, Rejected
3316,4, Graduate, Yes,600000,2300000,6,495,1700000,600000,2000000,300000, Rejected
3317,1, Not Graduate, No,2900000,11500000,20,431,3600000,3800000,5900000,3100000, Rejected
3318,5, Not Graduate, No,900000,2200000,2,415,600000,1700000,2900000,700000, Rejected
3319,5, Graduate, Yes,9000000,20400000,6,451,5200000,11400000,28200000,9000000, Rejected
3320,1, Not Graduate, No,4800000,14300000,4,489,12400000,7900000,17700000,3600000, Rejected
3321,1, Graduate, No,1600000,4600000,12,415,800000,600000,3900000,1500000, Rejected
3322,3, Not Graduate, No,2600000,8100000,12,425,7300000,1900000,6800000,2200000, Rejected
3323,4, Graduate, Yes,1800000,4600000,14,453,1700000,2400000,4700000,1600000, Rejected
3324,5, Graduate, Yes,4400000,11800000,20,634,5900000,7300000,15200000,4300000, Approved
3325,2, Not Graduate, No,200000,300000,20,519,0,0,400000,300000, Rejected
3326,4, Not Graduate, Yes,800000,2100000,6,353,700000,300000,2900000,1200000, Rejected
3327,3, Graduate, No,1500000,3200000,4,767,2000000,400000,3700000,1400000, Approved
3328,0, Not Graduate, Yes,7700000,16900000,14,473,22100000,4000000,29000000,6400000, Rejected
3329,5, Graduate, Yes,7200000,21300000,2,801,9900000,1700000,20400000,7200000, Approved
3330,4, Graduate, No,1000000,2300000,16,543,200000,100000,2000000,1000000, Rejected
3331,1, Graduate, No,6300000,17200000,12,714,10100000,4200000,24700000,8500000, Approved
3332,3, Graduate, No,1900000,4100000,12,830,4600000,1100000,5300000,2100000, Approved
3333,5, Graduate, No,4400000,15300000,4,401,200000,5400000,17500000,2400000, Approved
3334,0, Not Graduate, No,9100000,26400000,6,518,15800000,1100000,35300000,5700000, Rejected
3335,2, Graduate, Yes,900000,2300000,20,367,0,1200000,3400000,1300000, Rejected
3336,0, Graduate, Yes,4600000,12000000,12,493,4500000,700000,16200000,3600000, Rejected
3337,2, Graduate, Yes,9400000,22700000,14,505,4000000,16900000,24700000,11500000, Rejected
3338,5, Graduate, No,6900000,26500000,16,322,20500000,9800000,17100000,9400000, Rejected
3339,2, Graduate, No,300000,900000,8,735,800000,400000,500000,100000, Approved
3340,5, Graduate, Yes,1900000,6700000,2,622,4200000,200000,3900000,1700000, Approved
3341,4, Graduate, Yes,4400000,16400000,6,513,5400000,7500000,13100000,5700000, Rejected
3342,4, Not Graduate, Yes,1200000,4100000,16,585,900000,900000,2300000,900000, Approved
3343,1, Graduate, Yes,1000000,3000000,10,813,2900000,500000,3300000,800000, Approved
3344,0, Graduate, No,3100000,10400000,18,622,1300000,5000000,7200000,1600000, Approved
3345,1, Graduate, Yes,2100000,6300000,16,899,2400000,2200000,4400000,2200000, Approved
3346,0, Not Graduate, No,2100000,4700000,2,459,4000000,1300000,8100000,1200000, Rejected
3347,4, Graduate, No,9400000,33300000,18,369,20600000,5600000,32200000,7200000, Rejected
3348,2, Not Graduate, No,9700000,37700000,6,601,300000,3100000,23800000,11800000, Approved
3349,4, Graduate, No,1400000,2700000,18,703,600000,1300000,5400000,900000, Approved
3350,2, Not Graduate, No,4700000,14600000,20,597,8200000,6000000,14100000,6800000, Approved
3351,3, Not Graduate, Yes,4100000,13300000,10,670,1900000,5500000,13200000,6100000, Approved
3352,4, Not Graduate, Yes,1200000,2800000,6,366,3300000,300000,4200000,1400000, Rejected
3353,5, Not Graduate, No,7900000,27800000,16,857,23300000,12500000,17200000,10600000, Approved
3354,2, Not Graduate, No,6600000,15000000,16,401,13600000,6600000,23500000,3300000, Rejected
3355,0, Not Graduate, No,2200000,8800000,4,437,1600000,2300000,8300000,2000000, Approved
3356,3, Not Graduate, No,5500000,17600000,8,882,5800000,7800000,20300000,3100000, Approved
3357,4, Graduate, No,5100000,15500000,8,392,6700000,8100000,13600000,6700000, Rejected
3358,2, Not Graduate, Yes,3900000,7700000,10,421,9700000,7500000,14100000,2100000, Rejected
3359,5, Graduate, No,200000,400000,6,722,300000,300000,400000,100000, Approved
3360,4, Graduate, No,5800000,14700000,10,692,2300000,10100000,17700000,3900000, Approved
3361,5, Not Graduate, No,8300000,20700000,2,537,8400000,14300000,19700000,7800000, Rejected
3362,5, Graduate, Yes,2600000,5500000,8,676,6700000,800000,7200000,1300000, Approved
3363,1, Graduate, No,2100000,8100000,6,817,4600000,2900000,4900000,2900000, Approved
3364,4, Not Graduate, No,3900000,10800000,20,433,4700000,1600000,14500000,2300000, Rejected
3365,1, Graduate, Yes,5200000,16300000,6,524,11000000,3400000,20700000,4600000, Rejected
3366,3, Not Graduate, Yes,7800000,24400000,20,490,6700000,5100000,17700000,4100000, Rejected
3367,3, Not Graduate, Yes,5400000,14300000,4,595,4100000,2800000,19300000,4900000, Approved
3368,2, Not Graduate, No,2900000,11000000,2,835,4900000,3200000,11500000,1400000, Approved
3369,4, Graduate, No,7100000,28300000,6,850,5600000,7100000,26000000,9700000, Approved
3370,1, Graduate, Yes,800000,2500000,4,409,1300000,1000000,3100000,900000, Approved
3371,5, Graduate, Yes,3400000,12800000,10,760,9800000,4300000,11000000,4600000, Approved
3372,1, Graduate, Yes,6800000,17600000,14,344,5500000,5600000,18100000,7700000, Rejected
3373,4, Graduate, Yes,7000000,27100000,12,881,8300000,9400000,17200000,9500000, Approved
3374,0, Graduate, Yes,9300000,24500000,10,600,20200000,700000,32600000,5400000, Approved
3375,2, Graduate, No,7500000,19900000,10,790,3500000,13000000,19900000,5900000, Approved
3376,3, Graduate, Yes,8000000,31200000,20,392,7300000,8400000,16000000,6000000, Rejected
3377,5, Graduate, Yes,1600000,4100000,2,748,1400000,1000000,4200000,1000000, Approved
3378,1, Graduate, Yes,6700000,18800000,6,798,8700000,5900000,18000000,6100000, Approved
3379,3, Not Graduate, No,3800000,11400000,4,323,5800000,4000000,9600000,4400000, Approved
3380,1, Not Graduate, Yes,2700000,5400000,6,413,4800000,1500000,6100000,2600000, Rejected
3381,3, Graduate, No,1300000,2900000,8,733,3800000,1900000,3800000,1800000, Approved
3382,4, Not Graduate, No,3400000,10500000,16,543,3100000,4500000,11100000,4500000, Rejected
3383,3, Graduate, No,3400000,10900000,14,757,5400000,1600000,7700000,3000000, Approved
3384,5, Graduate, Yes,2400000,6800000,8,464,1900000,1300000,9500000,1900000, Rejected
3385,0, Not Graduate, No,1900000,6900000,4,749,2100000,3700000,4300000,2200000, Approved
3386,4, Graduate, No,700000,2200000,6,680,300000,200000,2500000,300000, Approved
3387,1, Not Graduate, No,6900000,20900000,4,574,3200000,1800000,25000000,5200000, Approved
3388,5, Graduate, Yes,300000,800000,18,774,400000,200000,900000,400000, Approved
3389,3, Not Graduate, No,6000000,18700000,10,387,6600000,6200000,23300000,6700000, Rejected
3390,1, Not Graduate, No,4300000,16400000,20,397,6700000,6200000,10200000,5700000, Rejected
3391,4, Graduate, No,5800000,13500000,14,816,13800000,9300000,20400000,7900000, Approved
3392,2, Graduate, Yes,3300000,6700000,8,845,1300000,4600000,12300000,3200000, Approved
3393,2, Not Graduate, No,400000,1500000,4,743,700000,500000,1200000,300000, Approved
3394,5, Not Graduate, No,300000,600000,4,418,500000,200000,700000,200000, Rejected
3395,1, Not Graduate, No,4200000,10700000,6,466,7400000,7000000,14000000,4700000, Rejected
3396,2, Not Graduate, Yes,600000,2300000,12,335,400000,900000,1200000,400000, Rejected
3397,5, Not Graduate, Yes,4400000,15200000,6,446,9500000,2200000,16700000,5800000, Rejected
3398,0, Graduate, Yes,9200000,29400000,2,868,9200000,13800000,32000000,5300000, Approved
3399,2, Graduate, Yes,6900000,25300000,4,763,9000000,3600000,21300000,5500000, Approved
3400,5, Not Graduate, Yes,5100000,13700000,14,527,12100000,8900000,19400000,4700000, Rejected
3401,4, Graduate, No,3400000,12700000,2,741,3300000,6100000,7700000,3700000, Approved
3402,4, Not Graduate, Yes,8600000,26800000,12,802,7400000,2800000,32100000,11700000, Approved
3403,3, Not Graduate, Yes,9200000,28900000,8,538,13900000,8300000,32400000,4900000, Rejected
3404,5, Graduate, Yes,4800000,16300000,4,523,8800000,2300000,10000000,2800000, Approved
3405,4, Not Graduate, No,2800000,8300000,14,381,3200000,1100000,9100000,1500000, Rejected
3406,1, Graduate, Yes,3400000,7000000,4,534,3100000,1600000,13000000,4000000, Rejected
3407,5, Not Graduate, Yes,800000,2200000,14,574,2200000,1200000,1700000,1100000, Approved
3408,1, Not Graduate, No,4100000,11100000,6,405,12000000,2900000,9000000,5900000, Rejected
3409,0, Not Graduate, No,1900000,3800000,16,542,800000,500000,4000000,2100000, Rejected
3410,5, Graduate, Yes,6700000,25400000,14,820,10300000,8100000,18500000,3900000, Approved
3411,0, Graduate, No,5200000,13400000,2,505,12000000,7900000,20400000,6200000, Rejected
3412,3, Graduate, Yes,6700000,16400000,2,508,4400000,10900000,25300000,9200000, Rejected
3413,1, Not Graduate, Yes,4700000,15000000,20,835,2100000,2500000,10100000,3800000, Approved
3414,0, Not Graduate, No,6000000,22000000,12,826,1400000,2000000,14100000,7000000, Approved
3415,5, Not Graduate, Yes,6500000,18900000,12,427,5100000,1900000,18200000,7800000, Rejected
3416,3, Graduate, No,500000,2000000,12,890,800000,700000,1800000,400000, Approved
3417,4, Not Graduate, No,5700000,13300000,2,333,9400000,3000000,11800000,8200000, Rejected
3418,4, Not Graduate, Yes,6800000,20000000,12,679,20200000,10900000,26900000,6600000, Approved
3419,5, Not Graduate, No,3100000,12300000,18,805,4900000,1900000,6100000,2800000, Approved
3420,3, Not Graduate, No,5100000,11000000,16,826,11800000,2900000,12900000,2700000, Approved
3421,1, Not Graduate, Yes,6300000,23900000,10,844,16300000,4900000,16800000,4500000, Approved
3422,5, Graduate, Yes,4400000,14100000,10,663,5300000,4900000,17500000,2600000, Approved
3423,1, Not Graduate, No,8100000,21900000,6,884,15100000,5400000,27500000,6600000, Approved
3424,1, Not Graduate, No,1100000,3700000,2,508,200000,0,2200000,1300000, Approved
3425,0, Graduate, Yes,2400000,6900000,4,581,5100000,4500000,6000000,3400000, Approved
3426,3, Graduate, Yes,7000000,26300000,12,481,14300000,12800000,15100000,9900000, Rejected
3427,1, Graduate, Yes,8700000,30000000,12,543,21900000,12700000,30600000,12700000, Rejected
3428,0, Not Graduate, Yes,3500000,12600000,10,448,1200000,2500000,10400000,3600000, Rejected
3429,1, Graduate, Yes,1600000,5300000,4,713,1400000,1400000,4900000,1300000, Approved
3430,5, Not Graduate, Yes,7800000,17300000,16,493,800000,4500000,16300000,9300000, Rejected
3431,2, Not Graduate, No,3700000,9200000,10,819,8500000,2000000,10200000,3100000, Approved
3432,4, Graduate, No,400000,1400000,18,827,-100000,0,900000,600000, Approved
3433,0, Not Graduate, No,4800000,15700000,10,398,4900000,7400000,17100000,6400000, Rejected
3434,0, Graduate, Yes,2900000,7500000,18,692,3200000,300000,7500000,4000000, Approved
3435,5, Graduate, Yes,5000000,14600000,18,509,11800000,2500000,19800000,4900000, Rejected
3436,0, Graduate, Yes,7600000,18100000,16,439,12800000,5900000,29800000,10600000, Rejected
3437,1, Graduate, No,3000000,9400000,4,622,600000,3500000,9600000,2000000, Approved
3438,3, Not Graduate, Yes,200000,700000,18,526,400000,100000,500000,0, Rejected
3439,5, Not Graduate, Yes,6800000,19000000,8,865,9500000,7200000,25000000,6300000, Approved
3440,5, Not Graduate, Yes,9700000,27400000,2,328,0,18400000,22000000,7900000, Rejected
3441,0, Graduate, Yes,1200000,4200000,4,768,2800000,2200000,2800000,1500000, Approved
3442,5, Not Graduate, Yes,7400000,24000000,16,854,4300000,6700000,20600000,8700000, Approved
3443,4, Graduate, No,6900000,20800000,4,839,2600000,2400000,16100000,7400000, Approved
3444,0, Not Graduate, Yes,9100000,23300000,18,414,17700000,2500000,33800000,6400000, Rejected
3445,0, Graduate, Yes,1300000,4700000,16,530,3200000,1000000,3800000,800000, Rejected
3446,3, Graduate, No,6600000,14600000,10,841,15300000,12100000,14800000,6000000, Approved
3447,3, Not Graduate, Yes,1800000,5700000,14,670,5300000,3100000,3500000,2700000, Approved
3448,5, Not Graduate, Yes,8200000,20900000,14,726,11400000,4800000,26000000,8400000, Approved
3449,4, Not Graduate, No,2800000,8300000,14,352,4900000,2600000,7100000,3700000, Rejected
3450,1, Graduate, Yes,7000000,16000000,4,554,13000000,8600000,26600000,7900000, Approved
3451,4, Graduate, No,700000,1800000,18,728,400000,1300000,2200000,600000, Approved
3452,0, Not Graduate, No,7400000,25500000,6,463,2300000,5600000,26800000,8400000, Rejected
3453,5, Not Graduate, Yes,2300000,5000000,10,431,300000,3700000,8700000,2900000, Rejected
3454,1, Graduate, Yes,600000,1900000,8,445,1200000,100000,1600000,300000, Rejected
3455,5, Graduate, No,1000000,3000000,4,896,2800000,1100000,2000000,1100000, Approved
3456,1, Not Graduate, Yes,2200000,5200000,8,420,2900000,100000,5000000,2300000, Rejected
3457,1, Not Graduate, No,8000000,30900000,2,315,23500000,1200000,19500000,7300000, Approved
3458,4, Not Graduate, No,8600000,20900000,10,867,24300000,7200000,23700000,9900000, Approved
3459,3, Not Graduate, Yes,7500000,26000000,2,342,13900000,1900000,26900000,11200000, Approved
3460,5, Not Graduate, Yes,5200000,11800000,18,711,14300000,5100000,15500000,4500000, Approved
3461,2, Not Graduate, No,7900000,20900000,2,723,1700000,1800000,16300000,7100000, Approved
3462,1, Graduate, Yes,4200000,11300000,4,704,4700000,2800000,14900000,4000000, Approved
3463,0, Graduate, No,6500000,20200000,16,842,8300000,12200000,14300000,9600000, Approved
3464,0, Graduate, Yes,7400000,15200000,12,600,6200000,8500000,18800000,4100000, Approved
3465,3, Not Graduate, No,9100000,25600000,12,688,8900000,16300000,27900000,11100000, Approved
3466,0, Not Graduate, No,800000,2300000,16,739,1800000,600000,2000000,400000, Approved
3467,1, Graduate, Yes,800000,2800000,10,798,1300000,1300000,2500000,400000, Approved
3468,5, Graduate, Yes,4100000,9900000,4,319,7600000,7400000,12000000,5500000, Rejected
3469,5, Graduate, Yes,4200000,8700000,6,583,6000000,800000,8500000,2500000, Approved
3470,3, Graduate, Yes,4800000,11500000,12,535,3600000,8000000,15600000,5400000, Rejected
3471,3, Not Graduate, Yes,8300000,25900000,8,696,14400000,12200000,23500000,7100000, Approved
3472,4, Not Graduate, No,7600000,23900000,8,672,2500000,1600000,20200000,6700000, Approved
3473,4, Graduate, No,5100000,12300000,20,410,9200000,9200000,18700000,5600000, Rejected
3474,5, Graduate, No,3600000,11600000,14,546,8500000,300000,12000000,4800000, Rejected
3475,3, Not Graduate, Yes,5400000,16800000,16,550,10700000,6400000,13400000,7000000, Approved
3476,5, Not Graduate, No,700000,1400000,4,344,1500000,800000,2600000,300000, Rejected
3477,2, Not Graduate, Yes,9800000,38200000,10,743,5400000,14800000,24300000,5300000, Approved
3478,4, Graduate, No,9700000,36400000,4,772,13800000,11300000,38100000,13500000, Approved
3479,0, Graduate, Yes,9400000,29900000,12,302,12300000,1500000,35700000,8200000, Rejected
3480,3, Graduate, Yes,3200000,9100000,18,376,4500000,800000,9000000,1700000, Rejected
3481,0, Graduate, Yes,3700000,11600000,10,747,0,4500000,9000000,3500000, Approved
3482,2, Graduate, Yes,4200000,15800000,6,710,12300000,3700000,12600000,4600000, Approved
3483,2, Not Graduate, No,7000000,24200000,6,892,20600000,500000,21400000,9200000, Approved
3484,3, Not Graduate, No,3200000,11500000,16,492,4800000,2300000,10400000,3200000, Rejected
3485,5, Graduate, No,7900000,17700000,2,559,19700000,2800000,28900000,5400000, Approved
3486,3, Not Graduate, No,2200000,8300000,18,314,1100000,900000,5800000,2000000, Rejected
3487,0, Graduate, Yes,2700000,8400000,6,744,1200000,4100000,7500000,2000000, Approved
3488,5, Not Graduate, No,6800000,18000000,12,690,17800000,11800000,25000000,9300000, Approved
3489,3, Graduate, Yes,6300000,23300000,4,347,18300000,12200000,21100000,8100000, Approved
3490,5, Graduate, Yes,9000000,31400000,2,677,12000000,10800000,20700000,8700000, Approved
3491,1, Graduate, No,4700000,15700000,4,468,13300000,5100000,16200000,3600000, Approved
3492,2, Not Graduate, No,8100000,17500000,4,674,10800000,12700000,23200000,9300000, Approved
3493,2, Not Graduate, No,9000000,27300000,14,353,22600000,4400000,26900000,7200000, Rejected
3494,4, Not Graduate, No,3800000,14100000,8,727,3900000,4900000,8200000,5400000, Approved
3495,4, Not Graduate, Yes,8800000,22200000,10,512,6800000,4000000,31900000,9900000, Rejected
3496,3, Not Graduate, Yes,8700000,27200000,18,454,9100000,9300000,30900000,12000000, Rejected
3497,5, Not Graduate, No,5000000,12400000,14,315,7400000,8600000,17000000,4000000, Rejected
3498,0, Not Graduate, Yes,6000000,22700000,10,480,200000,11900000,13700000,8700000, Rejected
3499,2, Graduate, Yes,9100000,24200000,16,685,25600000,1900000,31100000,9100000, Approved
3500,1, Graduate, No,7400000,17900000,6,460,2600000,1300000,25900000,5000000, Rejected
3501,1, Not Graduate, Yes,8300000,28400000,16,704,1400000,11700000,16900000,11400000, Approved
3502,1, Graduate, Yes,7600000,23900000,12,692,500000,12200000,27000000,5000000, Approved
3503,1, Not Graduate, Yes,3500000,9600000,4,398,1700000,6000000,7900000,4600000, Rejected
3504,5, Graduate, Yes,1000000,3500000,18,882,900000,500000,2900000,600000, Approved
3505,5, Graduate, Yes,9900000,25900000,4,860,7800000,200000,38000000,5400000, Approved
3506,2, Graduate, Yes,5700000,15100000,18,330,5900000,3800000,16600000,6200000, Rejected
3507,5, Graduate, No,700000,2400000,16,447,1300000,700000,2600000,800000, Rejected
3508,0, Not Graduate, Yes,9600000,23800000,12,788,9900000,14400000,21200000,10400000, Approved
3509,1, Not Graduate, No,9300000,28900000,6,526,11100000,1600000,19700000,11000000, Rejected
3510,0, Graduate, No,9500000,28400000,18,577,6200000,10300000,30200000,14100000, Approved
3511,4, Graduate, Yes,8700000,23400000,16,372,10600000,11700000,20000000,8000000, Rejected
3512,5, Graduate, Yes,7300000,21000000,14,759,15500000,8000000,20300000,10800000, Approved
3513,3, Graduate, Yes,4100000,12700000,10,465,6400000,1900000,14100000,3200000, Rejected
3514,2, Graduate, No,2900000,10200000,4,789,1200000,4100000,6100000,3600000, Approved
3515,3, Graduate, Yes,7500000,17900000,2,680,7000000,11800000,25000000,6300000, Approved
3516,1, Graduate, No,7900000,25700000,20,681,14900000,3000000,18100000,8800000, Approved
3517,1, Graduate, Yes,6900000,22300000,16,673,17400000,100000,21300000,9000000, Approved
3518,0, Not Graduate, No,6900000,22900000,10,313,5600000,9300000,26200000,8000000, Rejected
3519,0, Not Graduate, No,4800000,18800000,16,551,7900000,9400000,17300000,5500000, Approved
3520,5, Graduate, Yes,7700000,24400000,8,453,1400000,7700000,22000000,10000000, Rejected
3521,3, Not Graduate, No,6900000,22700000,4,650,900000,13400000,15500000,6400000, Approved
3522,1, Not Graduate, No,1200000,4500000,4,439,3200000,1800000,2900000,1200000, Approved
3523,1, Graduate, No,2900000,9600000,4,658,8200000,4300000,7000000,2700000, Approved
3524,4, Graduate, Yes,5500000,18900000,6,379,13900000,9100000,18500000,3100000, Rejected
3525,4, Graduate, Yes,3200000,10700000,4,450,7300000,3000000,8200000,1800000, Approved
3526,5, Not Graduate, No,2600000,8200000,4,849,7400000,2000000,8900000,2700000, Approved
3527,0, Graduate, No,500000,1600000,18,865,1400000,400000,1000000,200000, Approved
3528,0, Graduate, No,1800000,6900000,10,853,900000,400000,3700000,1700000, Rejected
3529,0, Not Graduate, No,1300000,4900000,12,555,2400000,1200000,4100000,1700000, Approved
3530,1, Not Graduate, No,9900000,20700000,20,821,12700000,8200000,38100000,11100000, Approved
3531,0, Not Graduate, No,2000000,4700000,2,820,4700000,500000,7900000,1200000, Approved
3532,1, Not Graduate, No,5100000,15300000,4,721,7000000,6100000,15300000,5900000, Approved
3533,4, Graduate, Yes,8200000,24000000,20,831,23000000,3000000,24800000,5400000, Approved
3534,5, Not Graduate, No,4200000,12600000,18,571,8900000,3200000,11700000,6200000, Approved
3535,2, Not Graduate, Yes,1300000,4900000,8,582,2100000,1800000,3400000,1700000, Approved
3536,1, Not Graduate, Yes,4600000,13600000,18,487,11200000,8500000,15500000,5400000, Rejected
3537,1, Not Graduate, No,6600000,19700000,12,758,16000000,4400000,18800000,9500000, Approved
3538,2, Graduate, Yes,8300000,30100000,16,636,5200000,5100000,33100000,7200000, Approved
3539,0, Graduate, No,6900000,20700000,16,857,17100000,13700000,14600000,8800000, Approved
3540,4, Graduate, Yes,4700000,12500000,8,678,13700000,200000,9800000,7000000, Approved
3541,1, Graduate, No,7900000,15800000,8,551,800000,3500000,18700000,8300000, Approved
3542,3, Not Graduate, No,8800000,24900000,16,668,16700000,17200000,30000000,10500000, Approved
3543,1, Graduate, No,6500000,23400000,2,672,5000000,10400000,16700000,7600000, Approved
3544,3, Not Graduate, No,3500000,13700000,4,439,5200000,2800000,13000000,4400000, Approved
3545,2, Not Graduate, Yes,8200000,19600000,16,636,11500000,2300000,28800000,10700000, Approved
3546,0, Not Graduate, Yes,2000000,6000000,14,393,1500000,1400000,5900000,2900000, Rejected
3547,5, Not Graduate, No,2700000,8200000,2,848,7000000,1000000,6200000,1500000, Approved
3548,0, Graduate, Yes,5300000,17600000,4,790,2000000,10200000,19700000,7700000, Approved
3549,2, Not Graduate, No,9900000,19900000,6,312,21400000,2200000,31400000,11000000, Rejected
3550,2, Not Graduate, Yes,5000000,19500000,14,775,3100000,4700000,9900000,6500000, Approved
3551,2, Not Graduate, No,9100000,18600000,20,403,18400000,11700000,20300000,9200000, Rejected
3552,3, Not Graduate, Yes,7600000,26400000,14,867,9200000,700000,27900000,7400000, Approved
3553,0, Graduate, No,5200000,17800000,18,558,8300000,5400000,13000000,3100000, Approved
